fid,name,latitude,longitude,formatted_address,street_number,route,city,county,state,zip,country,governing_jurisdiction,governing_body,geocode_status,raw_addr1,raw_addr2,raw_addr3,raw_addr4,raw_addr5
11228030,South Mission Beach,32.7598382,-117.2512938,"South Mission Beach Park, 339 N Jetty Rd, San Diego, CA 92109, USA",339,North Jetty Road,Mission Beach,San Diego County,California,92109,United States,municipal,City of Mission Beach,OK,2500–2622 Ocean Front Walk,"San Diego, CA  92109",United States,,
11239283,Imperial Beach,32.5793924,-117.1327436,"10 Evergreen Ave # C, Imperial Beach, CA 91932, USA",10,Evergreen Avenue,Imperial Beach,San Diego County,California,91932,United States,municipal,City of Imperial Beach,OK,10 Evergreen Ave,"Imperial Beach, CA  91932",United States,,
11247635,Dry Lagoon Beach,41.2228947,-124.1088377,"6VFR+5F Orick, CA, USA",,,Orick,Humboldt County,California,,United States,municipal,City of Orick,OK,,,,,
11323622,Empire Landing,33.4280075,-118.4416884,"1 Empire Landing Rd, Avalon, CA 90704, USA",1,Empire Landing Road,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,"Santa Catalina Island, CA  90704
United States",,,,
11336248,Beaches & Harbors Los Angeles County,34.0366121,-118.6776617,"23038 Pacific Coast Hwy, Malibu, CA 90265, USA",23038,Pacific Coast Highway,Eastern Malibu,Los Angeles County,California,90265,United States,municipal,City of Eastern Malibu,OK,,,,,
11337020,Alamitos Bay Beach,33.7561111,-118.1313889,"123 Bay Shore Ave, Long Beach, CA 90803, USA",123,Bay Shore Avenue,Belmont Shore,Los Angeles County,California,90803,United States,municipal,City of Belmont Shore,OK,100 Bay Shore Ave,"Long Beach, CA 90803",United States,,
11342582,Imperial Beach,32.5764607,-117.1323919,"51-57 Imperial Beach Blvd, Imperial Beach, CA 91932, USA",51-57,Imperial Beach Boulevard,Imperial Beach,San Diego County,California,91932,United States,municipal,City of Imperial Beach,OK,51 Imperial Beach Blvd,"Imperial Beach, CA  91932",United States,,
11366910,Montara State Beach,37.5501915,-122.5140059,"HF2P+39 Montara, CA, USA",,,Montara,San Mateo County,California,,United States,state,California State Parks,OK,8150 Cabrillo Hwy,"Montara, CA  94037",United States,,
11398897,Moonstone Beach,41.0279121,-124.1110565,"100 Moonstone Beach Rd, Trinidad, CA 95570, USA",100,Moonstone Beach Road,Trinidad,Humboldt County,California,95570,United States,municipal,City of Trinidad,OK,100 Moonstone Beach Rd,"Trinidad, CA 95570",United States,,
11409623,Alan Sieroty Beach,38.1074208,-122.8470876,"4543+X5 Millerton, CA, USA",,,Millerton,Marin County,California,94956,United States,municipal,City of Millerton,OK,15475 CA-1,"Inverness, CA  94952",United States,,
11435358,Bessemer Beach,32.718433,-117.233574,"909 Scott St, San Diego, CA 92106, USA",909,Scott Street,Point Loma,San Diego County,California,92106,United States,municipal,City of Point Loma,OK,,,,,
11443742,Bombay Beach Ruins,33.3479079,-115.7249433,"87XF+3Q, Bombay Beach, CA 92257, USA",,,Bombay Beach,Imperial County,California,92257,United States,municipal,City of Bombay Beach,OK,9576 Avenue G,"Niland, CA 92257",United States,,
11458630,Duck Beach,38.2350915,-122.9849718,"62P8+22 Dillon Beach, CA, USA",,,Dillon Beach,Marin County,California,,United States,municipal,City of Dillon Beach,OK,"Marin County, CA",United States,,,
11461928,Skylandia State Park & Beach,39.1833167,-120.1101565,"30 Manzanita Ave, Tahoe City, CA 96145, USA",30,Manzanita Avenue,Tahoe City,Placer County,California,96145,United States,state,California State Parks,OK,2930 Lake Forest Rd,"Tahoe City, CA 96145",United States,,
11477245,Rancho Palos Verdes Beach,33.7412032,-118.4080696,"31550 Palos Verdes Dr W, Rancho Palos Verdes, CA 90275, USA",31550,Palos Verdes Drive West,Rancho Palos Verdes,Los Angeles County,California,90275,United States,municipal,City of Rancho Palos Verdes,OK,30940 Hawthorne Blvd,"Rancho Palos Verdes, CA  90275",United States,,
11480889,Gray Whale Cove State Beach,37.5652026,-122.5141743,"HF8P+38 Montara, CA, USA",,,Montara,San Mateo County,California,,United States,state,California State Parks,OK,"Montara, CA  94037",United States,,,
11496136,Tide Pools,33.5903,-117.870384,"3729 Ocean Blvd, Corona Del Mar, CA 92625, USA",3729,Ocean Boulevard,Corona Del Mar,Orange County,California,92625,United States,municipal,City of Corona Del Mar,OK,3712 Ocean Blvd,"Corona Del Mar, CA 92625",United States,,
11533626,Carbon Beach,34.0380251,-118.6741262,"22878 Pacific Coast Hwy, Malibu, CA 90265, USA",22878,Pacific Coast Highway,Eastern Malibu,Los Angeles County,California,90265,United States,municipal,City of Eastern Malibu,OK,22126 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
11556649,Jug Handle Beach,39.3766025,-123.8183412,"95GJ+JM Caspar, CA, USA",,,Caspar,Mendocino County,California,,United States,municipal,City of Caspar,OK,,,,,
11558454,Coronado Dog Beach,32.6865237,-117.1917853,"300 Ocean Blvd, Coronado, CA 92118, USA",300,Ocean Boulevard,Coronado,San Diego County,California,92118,United States,municipal,City of Coronado,OK,"Ocean Blvd
Coronado, CA  92118
United States",,,,
11593150,Hooper Beach,36.9708446,-121.9545558,"4910 Cliff Dr, Capitola, CA 95010, USA",4910,Cliff Drive,Capitola,Santa Cruz County,California,95010,United States,municipal,City of Capitola,OK,4920 Cliff Dr,"Capitola, CA 95010",United States,,
11599772,South Beach,34.0459591,-118.9308656,"23W9+9M Malibu, CA, USA",,,Malibu,Los Angeles County,California,,United States,municipal,City of Malibu,OK,Pacific Coast Hwy,"Malibu, CA 90265",United States,,
11601894,Hidden Beach,41.5778214,-124.100139,"HVHX+4W Klamath, CA, USA",,,Klamath,Del Norte County,California,95548,United States,municipal,City of Klamath,OK,"Klamath, CA  95548",United States,,,
11607657,Tunitas Creek Beach,37.357854,-122.4010976,"9H5X+4H San Gregorio, CA, USA",,,San Gregorio,San Mateo County,California,,United States,municipal,City of San Gregorio,OK,20775 Cabrillo Hwy S,"Half Moon Bay, CA  94019",United States,,
11618864,Noyo Beach,39.429532,-123.8091571,"Noyo Beach Off-Leash Dog Area, N Harbor Dr, Fort Bragg, CA 95437, USA",,North Harbor Drive,Fort Bragg,Mendocino County,California,95437,United States,municipal,City of Fort Bragg,OK,"N Harbor Dr
Fort Bragg, CA  95437
United States",,,,
11622116,Twin Lakes State Beach,36.9621603,-121.9987857,"2651 E Cliff Dr, Santa Cruz, CA 95062, USA",2651,East Cliff Drive,Santa Cruz,Santa Cruz County,California,95062,United States,state,California State Parks,OK,2875 E Cliff Dr,"Santa Cruz, CA 95062",United States,,
11635763,Aquatic Park Beach,37.8071859,-122.4227679,"RH4G+JX, San Francisco, CA 94109, USA",,,Fort Mason,San Francisco County,California,94109,United States,municipal,City of Fort Mason,OK,Beach St and Hyde St,"San Francisco, CA 94109",United States,,
11644907,Keys Beach,38.9381057,-120.0082334,"343 Beach Dr, South Lake Tahoe, CA 96150, USA",343,Beach Drive,South Lake Tahoe,El Dorado County,California,96150,United States,municipal,City of South Lake Tahoe,OK,356 Ala Wai Blvd,"South Lake Tahoe, CA  96150",United States,,
11657826,Santa Monica State Beach,34.0115107,-118.4988356,"1432 Palisades Beach Rd, Santa Monica, CA 90401, USA",1432,Palisades Beach Road,Santa Monica,Los Angeles County,California,90401,United States,state,California State Parks,OK,1550 Pacific Coast Highway,"Santa Monica, CA 90404",United States,,
11660861,Garrapata State Beach,36.4195626,-121.9151152,"C39M+RX Notleys Landing, CA, USA",,,Notleys Landing,Monterey County,California,93923,United States,state,California State Parks,OK,"Carmel, CA 93923",United States,,,
11693338,Brickyard beach,37.9849112,-122.4671019,"Brickyard Beach, 140 Riviera Dr, San Rafael, CA 94901, USA",140,Riviera Drive,San Rafael,Marin County,California,94901,United States,municipal,City of San Rafael,OK,140 Riviera Dr,"San Rafael, CA  94901",United States,,
11710969,Balboa Peninsula & Balboa Beach,33.600451,-117.901721,"2 Washington St, Newport Beach, CA 92661, USA",2,Washington Street,Balboa Peninsula,Orange County,California,92661,United States,municipal,City of Balboa Peninsula,OK,"1 Balboa Pier
Newport Beach, CA 92663
United States",,,,
11735608,Del Mar Dog Beach,32.9761511,-117.2701049,"Beach San Dieguito River, 3200 Camino Del Mar, Del Mar, CA 92014, USA",3200,Camino Del Mar,Del Mar,San Diego County,California,92014,United States,municipal,City of Del Mar,OK,,,,,
11807918,Zuma County Beach,34.0217909,-118.8316441,"30100 Pacific Coast Hwy, Malibu, CA 90265, USA",30100,Pacific Coast Highway,Western Malibu,Los Angeles County,California,90265,United States,county,Los Angeles County County,OK,30000 Pacific Coast Hwy,"Malibu, CA 90265",United States,,
11872891,Carlsbad Tide Pools,33.128891,-117.3339954,"5319 Carlsbad Blvd, Carlsbad, CA 92008, USA",5319,Carlsbad Boulevard,Carlsbad,San Diego County,California,92008,United States,municipal,City of Carlsbad,OK,5327 Carlsbad Blvd,"Carlsbad, CA  92008",United States,,
11960348,Newport Beach,33.5966049,-117.8902316,"1554 E Oceanfront, Newport Beach, CA 92661, USA",1554,East Oceanfront,Balboa Peninsula,Orange County,California,92661,United States,municipal,City of Balboa Peninsula,OK,1901 Bayside Dr,"Corona Del Mar, CA 92625",United States,,
12000191,Dog Beach,33.6758185,-118.0282152,"Lifeguard Hut Tower #26, 19913 Pacific Coast Hwy, Huntington Beach, CA 92648, USA",19913,Pacific Coast Highway,Huntington Beach,Orange County,California,92648,United States,municipal,City of Huntington Beach,OK,100 Goldenwest Street,"Huntington Beach, CA 92648",United States,,
12007157,Tecolote Shores North,32.7717973,-117.2096843,"1665 Fiesta Island Rd, San Diego, CA 92109, USA",1665,Fiesta Island Road,Mission Bay,San Diego County,California,92109,United States,municipal,City of Mission Bay,OK,Mission Bay Bike Path,"San Diego, CA  92109",United States,,
12021463,Monarch Bay Beach,33.482432,-117.7258111,"500 Monarch Bay Dr, Dana Point, CA 92629, USA",500,Monarch Bay Drive,Dana Point,Orange County,California,92629,United States,municipal,City of Dana Point,OK,500 Monarch Bay Dr,"Dana Point, CA  92629",United States,,
12028855,Rodeo Beach,37.8306497,-122.5372982,"1050 Mitchell Rd, Mill Valley, CA 94941, USA",1050,Mitchell Road,Mill Valley,Marin County,California,94941,United States,municipal,City of Mill Valley,OK,,,,,
12034490,Asilomar State Beach,36.6239105,-121.9402492,"1769 Sunset Dr, Pacific Grove, CA 93950, USA",1769,Sunset Drive,Pacific Grove,Monterey County,California,93950,United States,state,California State Parks,OK,804 Crocker Avenue,"Pacific Grove, CA 93950",United States,,
12036972,Lifeguard Stand 74,33.6283599,-117.9572546,"7400 W Oceanfront, Newport Beach, CA 92663, USA",7400,West Oceanfront,Newport Beach,Orange County,California,92663,United States,municipal,City of Newport Beach,OK,"24-104 Olive St
Newport Beach, CA  92663
United States",,,,
12040353,Two Beaches,34.8473129,-114.6017691,"144 Marina Dr, Needles, CA 92363, USA",144,Marina Drive,Needles,San Bernardino County,California,92363,United States,municipal,City of Needles,OK,128–142 Marina Dr,"Needles, CA  92363",United States,,
12055589,Hidden Beach,39.5244351,-123.7747192,"G6FG+Q4 Inglenook, CA, USA",,,Inglenook,Mendocino County,California,95437,United States,municipal,City of Inglenook,OK,"30000 Shoreline Hwy 
Fort Bragg CA  95437
United States",,,,
12081496,Moro Beach,33.5590054,-117.8202236,"9272 N Pacific Coast Hwy, Laguna Beach, CA 92651, USA",9272,North Pacific Coast Highway,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,,,,,
12089075,Indian Beach,38.1371324,-122.8966037,"44P3+V9 Marshall, CA, USA",,,Marshall,Marin County,California,94940,United States,municipal,City of Marshall,OK,1208 Pierce Point Rd,"Inverness, CA  94937",United States,,
12126596,Stone Lagoon Beach,41.249967,-124.1024875,"6VXX+X2 Orick, CA, USA",,,Orick,Humboldt County,California,,United States,municipal,City of Orick,OK,,,,,
12126707,Spooner's Cove,35.2747534,-120.8906212,"74F5+WQ Baywood-Los Osos, CA, USA",,,Baywood-Los Osos,San Luis Obispo County,California,,United States,municipal,City of Baywood-Los Osos,OK,,,,,
12126974,Ocean Beach,34.6944634,-120.6018075,"M9VX+Q7 Vandenberg Space Force Base, CA, USA",,,Vandenberg Space Force Base,Santa Barbara County,California,,United States,municipal,City of Vandenberg Space Force Base,OK,"Lompoc, CA  93436",United States,,,
12198805,Drakes Beach,38.0272184,-122.9615668,"1 Drake Beach Rd, Inverness, CA 94937, USA",1,Drake Beach Road,Inverness,Marin County,California,94937,United States,municipal,City of Inverness,OK,Drakes Beach Rd,"Inverness, CA 94937",United States,,
12208612,Toll Plaza Beach,37.825671,-122.3170207,"RMGM+75 Oakland, CA, USA",,,Oakland,Alameda County,California,,United States,municipal,City of Oakland,OK,,,,,
12210649,Pelican Point Beach,37.4286243,-122.4368933,"1001 Miramontes Point Rd, Half Moon Bay, CA 94019, USA",1001,Miramontes Point Road,Half Moon Bay,San Mateo County,California,94019,United States,municipal,City of Half Moon Bay,OK,1001 Miramontes Point Rd,"Half Moon Bay, CA  94019",United States,,
12214863,Black Point Beach,38.6865817,-123.4321904,"50 Brigantine Reach, Sea Ranch, CA 95497, USA",50,Brigantine Reach,Sea Ranch,Sonoma County,California,95497,United States,municipal,City of Sea Ranch,OK,60 Sea Walk Dr,"Sea Ranch, CA 95497",United States,,
12219118,Tourmaline Surfing Park,32.8054203,-117.2624062,"600 Tourmaline St, San Diego, CA 92109, USA",600,Tourmaline Street,Pacific Beach,San Diego County,California,92109,United States,municipal,City of Pacific Beach,OK,600 Tourmaline St,"San Diego, CA 92109",United States,,
12220145,Tajiguas Beach,34.4631659,-120.0995779,"FW72+75 Capitan, CA, USA",,,Capitan,Santa Barbara County,California,93117,United States,municipal,City of Capitan,OK,,,,,
12230081,North Beach,38.8054605,-120.8942312,"251 Coloma Rd, Placerville, CA 95667, USA",251,Coloma Road,Placerville,El Dorado County,California,95667,United States,municipal,City of Placerville,OK,251 CA-49,"Coloma, CA  95613",United States,,
12234372,Rio Del Mar State Beach,36.96384,-121.8977348,"411 Beach Dr, Aptos, CA 95003, USA",411,Beach Drive,Aptos,Santa Cruz County,California,95003,United States,state,California State Parks,OK,Beach Drive,"Rio Del Mar, CA 95003",United States,,
12238191,Oak Street Beach,33.5325762,-117.777152,"1225 Ocean Front, Laguna Beach, CA 92651, USA",1225,Ocean Front,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,Oak St & Gaviota Dr,"Laguna Beach, CA 92651",United States,,
12249702,Sandy Beach,40.6877778,-120.7722222,"M6QH+44 Spaulding, CA, USA",,,Spaulding,Lassen County,California,96130,United States,municipal,City of Spaulding,OK,"Susanville, CA  96130",United States,,,
12259423,Whaler’s Cove,37.1819971,-122.3944545,"210 Pigeon Point Rd, Pescadero, CA 94060, USA",210,Pigeon Point Road,Pescadero,San Mateo County,California,94060,United States,municipal,City of Pescadero,OK,210 Pigeon Point Rd,"Pescadero, CA  94060",United States,,
12261297,Chicken Ranch Beach,38.1098965,-122.8649672,"88 Camino Del Mar, Inverness, CA 94937, USA",88,Camino Del Mar,Inverness,Marin County,California,94937,United States,municipal,City of Inverness,OK,13000 Sir Francis Drake Blvd,"Inverness, CA 94937",United States,,
12263932,Shadow Cliffs North Beach,37.6711453,-121.842425,"M5C5+F2 Pleasanton, CA, USA",,,Pleasanton,Alameda County,California,,United States,municipal,City of Pleasanton,OK,2500 Stanley Blvd,"Pleasanton, CA  94566",United States,,
12268071,Scott Creek Beach,37.0400633,-122.2296917,"2QRC+24 Davenport, CA, USA",,,Davenport,Santa Cruz County,California,95017,United States,municipal,City of Davenport,OK,CA-1,"Davenport, CA  95017",United States,,
12292832,Pebble Beach,38.6966747,-123.439227,"31 Clippers Reach, Sea Ranch, CA 95497, USA",31,Clippers Reach,Sea Ranch,Sonoma County,California,95497,United States,municipal,City of Sea Ranch,OK,27 Navigators Reach,"Sea Ranch, CA 95497",United States,,
12300073,Crescent Bay,33.5465766,-117.801392,"1259 Cliff Dr, Laguna Beach, CA 92651, USA",1259,Cliff Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,1375 Circle Way,"Laguna Beach, CA  92651",United States,,
12317122,Camel Rock Surf,41.061818,-124.140634,"300 Main St, Trinidad, CA 95570, USA",300,Main Street,Trinidad,Humboldt County,California,95570,United States,municipal,City of Trinidad,OK,357 Main St,"Trinidad, CA  95570",United States,,
12339775,Big Rock Beach,34.0370755,-118.6160563,"20228 Pacific Coast Hwy, Malibu, CA 90265, USA",20228,Pacific Coast Highway,Eastern Malibu,Los Angeles County,California,90265,United States,municipal,City of Eastern Malibu,OK,20228 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
12341782,Pacifica Esplanade,37.654655,-122.4931862,"Pacifica Esplanade Beach, 360 Esplanade Ave, Pacifica, CA 94044, USA",360,Esplanade Avenue,Edgemar - Pacific Manor,San Mateo County,California,94044,United States,municipal,City of Edgemar - Pacific Manor,OK,224 Palmetto Ave,"Pacifica, CA  94044",United States,,
12351587,Rancho Guadalupe Dunes ,34.9511013,-120.6528854,"X82W+CR Guadalupe, CA, USA",,,Guadalupe,Santa Barbara County,California,93434,United States,municipal,City of Guadalupe,OK,6999 W Main St,"Guadalupe, CA 93434",United States,,
12355823,Atagam Beach,39.2390346,-120.0468271,"7110 N Lake Blvd, Tahoe Vista, CA 96148, USA",7110,North Lake Boulevard,Tahoe Vista,Placer County,California,96148,United States,municipal,City of Tahoe Vista,OK,7110 CA-28,"Tahoe Vista, CA  96148",United States,,
12416391,South Rodeo Beach,37.8248865,-122.534152,"RFF8+X8 Tamalpais-Homestead Valley, CA, USA",,,Tamalpais-Homestead Valley,Marin County,California,94941,United States,municipal,City of Tamalpais-Homestead Valley,OK,,,,,
12421944,Caspar Headlands State Beach,39.3611955,-123.8163686,"956M+FF Caspar, CA, USA",,,Caspar,Mendocino County,California,,United States,state,California State Parks,OK,14441 Point Cabrillo Dr,"Mendocino, CA  95460",United States,,
12436870,Patton Beach,39.2262122,-120.0794745,"5002 N Lake Blvd, Carnelian Bay, CA 96140, USA",5002,North Lake Boulevard,Carnelian Bay,Placer County,California,96140,United States,municipal,City of Carnelian Bay,OK,5166 N Lake Blvd,"Carnelian Bay, CA  96140",United States,,
12453042,Torrance Beach,33.8129386,-118.3916116,"337 Paseo De La Playa, Redondo Beach, CA 90277, USA",337,Paseo De La Playa,Riviera,Los Angeles County,California,90277,United States,municipal,City of Riviera,OK,387 Paseo de la Playa,"Torrance, CA 90501",United States,,
12470304,Seal Rocks Beach,37.7792544,-122.5142741,"1090 Point Lobos Ave, San Francisco, CA 94121, USA",1090,Point Lobos Avenue,Sutro Heights,San Francisco County,California,94121,United States,municipal,City of Sutro Heights,OK,"San Francisco, CA 94121",United States,,,
12488342,Thornton State Beach,37.6920453,-122.498142,"MGR2+RP Daly City, CA, USA",,,Daly City,San Mateo County,California,,United States,state,California State Parks,OK,"Thornton Beach Rd
Daly City, CA 94015
United States",,,,
12523606,Leo Carillo State Beach,34.168605,-118.61796,"22544 Clarendon St, Woodland Hills, CA 91367, USA",22544,Clarendon Street,Woodland Hills,Los Angeles County,California,91367,United States,state,California State Parks,OK,22530 Clarendon St,"Woodland Hills, CA  91367",United States,,
12528608,Laurel Beach,39.1219444,-122.8527778,"3155 Lakeshore Blvd, Nice, CA 95464, USA",3155,Lakeshore Boulevard,Nice,Lake County,California,95464,United States,municipal,City of Nice,OK,3145 Lakeshore Blvd,"Nice, CA  95485",United States,,
12555423,Secline Beach,39.2367436,-120.0295413,"141 Secline St, Kings Beach, CA 96143, USA",141,Secline Street,Kings Beach,Placer County,California,96143,United States,municipal,City of Kings Beach,OK,141 Secline St,"Tahoe Vista, CA  96148",United States,,
12559777,Hermosa City Beach,33.864214,-118.3956,"562 Pier Ave, Hermosa Beach, CA 90254, USA",562,Pier Avenue,Hermosa Beach,Los Angeles County,California,90254,United States,municipal,City of Hermosa Beach,OK,1035 Valley Dr,"Hermosa Beach, CA  90254",United States,,
12605142,Ocean Beach Dog Beach,32.7556101,-117.2501278,"5162 W Point Loma Blvd, San Diego, CA 92107, USA",5162,West Point Loma Boulevard,Ocean Beach,San Diego County,California,92107,United States,municipal,City of Ocean Beach,OK,5156 W Point Loma Blvd,"San Diego, CA  92107",United States,,
12610125,North Beach,33.4299908,-117.6309907,"1525 Buena Vista, San Clemente, CA 92672, USA",1525,Buena Vista,San Clemente,Orange County,California,92672,United States,municipal,City of San Clemente,OK,1850 Avenida Estacion,"San Clemente, CA  92672",United States,,
12629480,Sleepy Hollow Beach,33.537777,-117.781121,"653 Sleepy Hollow Ln, Laguna Beach, CA 92651, USA",653,Sleepy Hollow Lane,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,381 Forest Ave,"Laguna Beach, CA  92651",United States,,
12641304,Aptos Beach & Marina,36.9690704,-121.9053597,"110 Beach Dr, Aptos, CA 95003, USA",110,Beach Drive,Aptos,Santa Cruz County,California,95003,United States,municipal,City of Aptos,OK,123 Marina Ave,"Aptos, CA  95003",United States,,
12652743,Hollywood Beach,34.1662246,-119.2314903,"3629 Ocean Dr, Oxnard, CA 93035, USA",3629,Ocean Drive,Hollywood,Ventura County,California,93035,United States,municipal,City of Hollywood,OK,Hollywood Beach,"Oxnard, CA  93035",United States,,
12653266,Grace Beach,32.7147242,-117.2247367,"2192 Shelter Island Dr, San Diego, CA 92106, USA",2192,Shelter Island Drive,Point Loma,San Diego County,California,92106,United States,municipal,City of Point Loma,OK,2192 Shelter Island Dr,"San Diego, CA  92106",United States,,
12658966,Dollar Point Beach,39.184244,-120.1046097,"76 Lassen Dr, Tahoe City, CA 96145, USA",76,Lassen Drive,Tahoe City,Placer County,California,96145,United States,municipal,City of Tahoe City,OK,3150 Edgewater Dr,"Tahoe City, CA  96145",United States,,
12669632,Casa Verde Beach,36.6048313,-121.8697929,"106 Tide Ave, Monterey, CA 93940, USA",106,Tide Avenue,Del Monte Beach,Monterey County,California,93940,United States,municipal,City of Del Monte Beach,OK,Del Monte Beach Boardwalk Trail,"Monterey, CA  93940",United States,,
12670761,Shell Beach,38.7254323,-123.4798158,"378 Wild Moor Reach, Sea Ranch, CA 95497, USA",378,Wild Moor Reach,Sea Ranch,Sonoma County,California,95497,United States,municipal,City of Sea Ranch,OK,39200 Hwy 1,"The Sea Ranch, CA 95497",United States,,
12690329,Santa Rosa Creek Beach,35.567956,-121.1094896,"Moonstone Beach Park, 5744 Moonstone Beach Dr, Cambria, CA 93428, USA",5744,Moonstone Beach Drive,Cambria,San Luis Obispo County,California,93428,United States,municipal,City of Cambria,OK,Moonstone Beach Dr & Stafford St,"Cambria, CA  93428",United States,,
12699748,Point Reyes South Beach,38.0486318,-122.9886174,"26000 Sir Francis Drake Blvd, Inverness, CA 94937, USA",26000,Sir Francis Drake Blvd,Inverness,Marin County,California,94937,United States,municipal,City of Inverness,OK,Sir Francis Drake Blvd,"Inverness, CA 94937",United States,,
12705994,Staircase Beach,34.0466838,-118.9471774,"12330 Pacific Coast Hwy, Malibu, CA 90265, USA",12330,Pacific Coast Highway,Malibu,Ventura County,California,90265,United States,municipal,City of Malibu,OK,12330–12398 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
12719060,Sandy Beach,36.5071507,-121.9392476,"G346+V8 Carmel Highlands, CA, USA",,,Carmel Highlands,Monterey County,California,93923,United States,municipal,City of Carmel Highlands,OK,Bird Island Trail,"Carmel, CA  93923",United States,,
12742149,Woods Cove Beach,33.50555,-117.7335566,"166 Calais St, Laguna Niguel, CA 92677, USA",166,Calais Street,Laguna Niguel,Orange County,California,92677,United States,municipal,City of Laguna Niguel,OK,2017 Ocean Way,"Laguna Beach, CA 92651",United States,,
12743258,Phillip Burton Memorial Beach,37.7069724,-122.5020362,"PF4X+Q5 Lakeshore, San Francisco, CA, USA",,,Lakeshore,San Francisco County,California,94132,United States,municipal,City of Lakeshore,OK,CA-35 & John Daly Blvd,"Daly City, CA 94015",United States,,
12764235,Santa Maria Beach,36.9604238,-121.9874921,"130 18th Ave, Santa Cruz, CA 95062, USA",130,18th Avenue,Santa Cruz,Santa Cruz County,California,95062,United States,municipal,City of Santa Cruz,OK,80 23rd Ave,"Santa Cruz, CA  95062",United States,,
12771901,Paradise Cove,37.8947222,-122.4575,"3450 Paradise Dr, Tiburon, CA 94920, USA",3450,Paradise Drive,Tiburon,Marin County,California,94920,United States,municipal,City of Tiburon,OK,3450 Paradise Dr,"Belvedere Tiburon, CA  94920",United States,,
12851671,King Salmon Beach,40.7407683,-124.2191439,"1591 Buhne Dr, Eureka, CA 95503, USA",1591,Buhne Drive,Eureka,Humboldt County,California,95503,United States,municipal,City of Eureka,OK,1125 King Salmon Ave,"Eureka, CA  95503",United States,,
12854222,Gazos Creek State Beach,37.1649763,-122.3626113,"5J7P+XX Pescadero, CA, USA",,,Pescadero,San Mateo County,California,,United States,state,California State Parks,OK,"Pescadero, CA 94060",United States,,,
12903953,Rock Point Beach,38.3937458,-123.0900367,"6960 Coast Hwy, Bodega Bay, CA 94923, USA",6960,Coast Highway,Bodega Bay,Sonoma County,California,94923,United States,municipal,City of Bodega Bay,OK,6677 N Highway One,"Bodega Bay, CA  94923",United States,,
13004338,Charlie Beach,33.9650389,-118.4585166,"XG8R+2H Los Angeles, CA, USA",,,Los Angeles,Los Angeles County,California,,United States,municipal,City of Los Angeles,OK,"Marina del Rey, CA  90292",United States,,,
13014075,Granite Beach,36.5955462,-121.9615245,"H2WQ+69 Del Monte Forest, CA, USA",,,Del Monte Forest,Monterey County,California,,United States,municipal,City of Del Monte Forest,OK,Green Trail Loop,"Pebble Beach, CA  93953",United States,,
13014503,Venice Beach,33.9736342,-118.4634089,"4005 1/2 Ocean Front Walk, Venice, CA 90292, USA",4005 1/2,Ocean Front Walk,Venice,Los Angeles County,California,90292,United States,municipal,City of Venice,OK,4000–4100 Ocean Front Walk,"Marina del Rey, CA  90292",United States,,
13034367,The Original Muscle Beach,34.0089717,-118.4948711,"2 Arcadia Ter, Santa Monica, CA 90401, USA",2,Arcadia Terrace,Santa Monica,Los Angeles County,California,90401,United States,municipal,City of Santa Monica,OK,Ocean Front Walk,"Santa Monica, CA 90401",United States,,
13035523,Pfeiffer Beach,36.2395832,-121.8178868,"65QJ+RR Big Sur, CA, USA",,,Big Sur,Monterey County,California,93920,United States,municipal,City of Big Sur,OK,Sycamore Canyon Road,"Big Sur, CA 93920",United States,,
13044227,Chambers Landing Beach,39.0736651,-120.1410609,"6398 Chamberland Dr, Tahoma, CA 96142, USA",6398,Chamberland Drive,Tahoma,Placer County,California,96142,United States,municipal,City of Tahoma,OK,6300 Chambers Dr,"Homewood, CA  96145",United States,,
13071272,Bahia Point,32.7741416,-117.24531,"3210 Gleason Rd, San Diego, CA 92109, USA",3210,Gleason Road,Mission Beach,San Diego County,California,92109,United States,municipal,City of Mission Beach,OK,3200 Gleason Rd,"San Diego, CA  92109",United States,,
13071524,El Granada Beach,37.5009667,-122.4725726,"4000 Cabrillo Hwy N, El Granada, CA 94018, USA",4000,Cabrillo Highway North,El Granada,San Mateo County,California,94018,United States,municipal,City of El Granada,OK,Pillar Point Harbor Trail,"El Granada, CA  94018",United States,,
13077704,Miramar Beach,34.4194271,-119.6286304,"1769 S Jameson Ln, Montecito, CA 93108, USA",1769,South Jameson Lane,Montecito,Santa Barbara County,California,93108,United States,municipal,City of Montecito,OK,1759 S Jameson Ln,"Santa Barbara, CA  93108",United States,,
13085472,Seacliff State Beach,36.9718383,-121.9137597,"042 112-03, Aptos, CA 95003, USA",042,112-03,Aptos,Santa Cruz County,California,95003,United States,state,California State Parks,OK,201 State Park Dr,"Aptos, CA 95003",United States,,
